Date,Close,Open,High,Low,Volume,EMA_5,EMA_9,EMA_35,SMA_5,SMA_10,SMA_15,SMA_30,RSI,MACD,MACD_Signal
2005-02-22,5.4619,5.5348,5.654,5.4619,340038882,5.516710346467826,5.4300319124215335,5.051878076268943,5.615,5.3932,5.272066666666666,4.896379999999999,64.87214803281634,-0.22985241126073408,-0.2001849185530733
2005-02-23,5.6499,5.554,5.6643,5.4772,375007448,5.561106917971788,5.474019804824448,5.089967304163285,5.61288,5.4401600000000006,5.317713333333333,4.93752,65.99617413483276,-0.23361908226319272,-0.20687392200082147
2005-02-24,5.6951,5.6499,5.7192,5.6183,425376517,5.605771292280647,5.518247325980517,5.128198365638773,5.5978,5.50548,5.35752,4.989563333333334,71.51401643305945,-0.23729251872982982,-0.21295922118061386
2005-02-25,5.6975,5.7411,5.7564,5.6461,255345043,5.636347534408901,5.55410530819595,5.16389360872131,5.6127,5.57349,5.4051599999999995,5.039763333333334,70.38316582914574,-0.2376214027426391,-0.21789268213277102
2005-02-28,5.7449,5.7192,5.7807,5.6295,182064525,5.672531694514554,5.592270587851534,5.200064319116245,5.649859999999999,5.62804,5.451586666666667,5.082286666666667,71.13559840832569,-0.23875771642316312,-0.22206638246576552
2005-03-01,5.6987,5.7753,5.7768,5.6553,130906953,5.68125446379857,5.613559300036449,5.2309004254647755,5.69722,5.65611,5.49454,5.1224066666666666,66.68168361436477,-0.23337718969070043,-0.22432884464355907
2005-03-02,5.6499,5.6653,5.7486,5.6451,127769264,5.670802975235575,5.620828212992568,5.256649913203207,5.69722,5.65505,5.525846666666667,5.159923333333334,70.76219095751944,-0.22274809696264342,-0.22401266148501547
2005-03-03,5.3518,5.6861,5.6871,5.2786,393686024,5.56446864588299,5.567017992726775,5.26246303961539,5.62856,5.61318,5.546506666666667,5.189166666666667,59.62136034066059,-0.1889588846048964,-0.21700130964914213
2005-03-04,5.4823,5.3518,5.5078,5.3518,210891321,5.537079096521387,5.550073240981375,5.2758198415792075,5.58552,5.5991100000000005,5.5775,5.22152,58.388187155310455,-0.17039751942434567,-0.20767991722308732
2005-03-07,5.4746,5.4823,5.5389,5.4235,125688166,5.516252730642211,5.534977770909533,5.287834775178822,5.53146,5.59066,5.5958466666666675,5.253576666666667,51.918123898603746,-0.15331716411593366,-0.19680677461146395
2005-03-08,5.1903,5.3631,5.3989,5.1353,284832101,5.407601819134164,5.466039214029988,5.281968123957513,5.429779999999999,5.5634999999999994,5.580666666666667,5.275556666666668,34.50435011863962,-0.11616506691816042,-0.1806777305538544
2005-03-09,5.0391,5.0701,5.1585,4.9726,368655054,5.284767878447516,5.380648395788241,5.267426570010479,5.30762,5.502419999999999,5.53924,5.289766666666666,26.533624229979495,-0.0740044971957401,-0.15934234045239035
2005-03-10,5.1007,5.0701,5.156,5.0073,216651374,5.223411918640247,5.3246571558226234,5.257486863598216,5.2574,5.44298,5.494586666666667,5.305596666666665,32.2648556876061,-0.04493246234450066,-0.1364597269566461
2005-03-11,5.1573,5.1406,5.198,5.0968,175363191,5.201374612349067,5.291184978203594,5.251538201323861,5.1924,5.38896,5.463539999999999,5.322466666666667,36.28856128856131,-0.02606151688813796,-0.11437959253949288
2005-03-14,5.1635,5.189,5.2235,5.0611,168811933,5.188749741536346,5.265647526959521,5.2463307670279296,5.13018,5.33082,5.437166666666667,5.336683333333334,39.14277397758696,-0.01146799704924284,-0.09379690623404865
2005-03-15,5.2453,5.2059,5.2685,5.1546,142565244,5.20759982772046,5.261577963484865,5.246270015804021,5.14118,5.28548,5.422726666666666,5.347396666666667,34.04574132492118,-0.006303323588510601,-0.07629793995134852
2005-03-16,5.2735,5.2774,5.418,5.2223,194688663,5.229566551836608,5.263962398013323,5.2478694834391115,5.18806,5.247839999999999,5.397633333333333,5.3576733333333335,33.1494804156675,-0.004394465296450711,-0.06191708081998486
2005-03-17,5.4106,5.3209,5.4914,5.2914,223864044,5.2899110345998,5.293290186301975,5.257397809823469,5.25004,5.2537199999999995,5.378666666666666,5.368093333333333,39.64783142094249,-0.013600329982174308,-0.05225364238285338
2005-03-18,5.5016,5.5426,5.5631,5.4427,267630167,5.360474023099323,5.334952453488937,5.2716538017108086,5.3189,5.25565,5.365606666666666,5.385383333333333,41.488840691247454,-0.027800936640251628,-0.04736306549640239
2005-03-21,5.5963,5.5476,5.6309,5.4888,150909694,5.439082682090568,5.387222268360831,5.290552602108606,5.40546,5.26782,5.3557,5.403643333333333,46.53539044525648,-0.04605118682166598,-0.04710068822759588
2005-03-22,5.4849,5.6,5.6295,5.4659,153824003,5.454355121396866,5.406757906053037,5.30183625806269,5.45338,5.29728,5.341446666666667,5.417993333333333,44.644248247208516,-0.051054077603558845,-0.04789136980065219
2005-03-23,5.4491,5.4427,5.5579,5.3813,170221155,5.4526034142643365,5.415226356526663,5.310364921446099,5.4885,5.33828,5.328059999999999,5.4269533333333335,53.80643142164148,-0.05156980320313487,-0.04862705923368968
2005-03-24,5.4427,5.504,5.5065,5.4427,98439294,5.449302276175921,5.420721101667957,5.318010968683529,5.4949200000000005,5.37248,5.3341199999999995,5.440313333333333,48.284228769497396,-0.05088036970105758,-0.04907772267606896
2005-03-28,5.4466,5.4746,5.5016,5.4386,76349185,5.4484015174505585,5.425896893727925,5.32542410227923,5.48392,5.40141,5.33174,5.45462,48.782820379064525,-0.05006725190581296,-0.049275628995909246
2005-03-29,5.3465,5.4466,5.4849,5.3147,128646798,5.4144343449656525,5.4100174845634355,5.326636584589444,5.433960000000001,5.41971,5.3232,5.459523333333334,58.084886128364396,-0.04095275646557184,-0.0476110513011444
2005-03-30,5.481,5.3774,5.481,5.3556,109881234,5.436622896644371,5.424214009406859,5.335499515271369,5.433179999999999,5.44328,5.34258,5.461623333333334,73.27504476983037,-0.043976214730531815,-0.04688408287294601
2005-03-31,5.3364,5.4361,5.4454,5.3261,177446775,5.403215264428975,5.406651185993529,5.335551121496557,5.41064,5.44957,5.362399999999999,5.450819999999999,61.41625496464208,-0.03440586904807397,-0.04438843704831873
2005-04-01,5.2366,5.3901,5.4016,5.1955,178626772,5.347676842951978,5.372640915437646,5.32989022191495,5.36942,5.43217,5.37146,5.433023333333334,53.68665736866573,-0.018617369224484648,-0.039234218428308994
2005-04-04,5.2621,5.2235,5.2901,5.1428,161757381,5.319151228634422,5.3505327150031885,5.326018409788612,5.332520000000001,5.40822,5.378446666666666,5.420993333333333,54.50310559006213,-0.00805568115693589,-0.032998506081259274
2005-04-05,5.3645,5.2748,5.4094,5.2621,155700131,5.334267485756363,5.353326173756034,5.328212849575944,5.336119999999999,5.38504,5.391846666666667,5.414506666666667,55.34337457414378,-0.0078032845744173684,-0.027959458616829535
2005-04-06,5.4209,5.4301,5.4823,5.3978,115875061,5.3631449905043445,5.366840945791514,5.333490640477455,5.3241,5.37864,5.403553333333334,5.413139999999999,56.44456103532701,-0.011987581427831628,-0.02476508157491558
2005-04-07,5.5782,5.4209,5.6025,5.4106,141597901,5.434829993669734,5.409112773615264,5.347405586491103,5.372459999999999,5.3915500000000005,5.423866666666667,5.410750000000001,57.20054992266713,-0.0276044514337368,-0.02533295577481449
2005-04-08,5.6013,5.5861,5.6923,5.5759,181285925,5.4903199957799105,5.4475502312455335,5.3618239701876,5.4454,5.4074100000000005,5.43658,5.407623333333333,54.548772698238906,-0.04135700954508792,-0.028537767558855974
2005-04-11,5.3684,5.6653,5.6665,5.367,229275996,5.449679997186564,5.431720180926361,5.362196955648829,5.46666,5.39959,5.427700000000001,5.396653333333333,40.76655052264808,-0.03317260538952116,-0.02946473536332178
2005-04-12,5.4632,5.4441,5.5308,5.38,274084040,5.454186664791046,5.4380161460360945,5.367919084527752,5.486400000000001,5.41126,5.418826666666667,5.387263333333333,49.108829568788494,-0.03391007957178438,-0.03035380438788519
2005-04-13,5.2556,5.504,5.5052,5.1724,392996341,5.387991109860667,5.401532910825543,5.361562843478816,5.45334,5.38872,5.4035400000000005,5.372493333333334,43.03606132584756,-0.01761085291371689,-0.027805213673679767
2005-04-14,4.7717,4.9687,5.1198,4.7178,769047131,5.182560739907046,5.275566312078146,5.328216484549804,5.29204,5.33225,5.35838,5.34322,32.02806942361258,0.0338091079600531,-0.01548234772474663
2005-04-15,4.5271,4.6884,4.7704,4.5182,482438341,4.964073826604651,5.1258730338979746,5.282971648373315,5.0771999999999995,5.2613,5.297340000000001,5.31573,28.185053380782904,0.09314905522005112,0.006243935152257558
