Date,Close,Open,High,Low,Volume,EMA_5,EMA_9,EMA_35,SMA_5,SMA_10,SMA_15,SMA_30,RSI,MACD,MACD_Signal
2005-04-18,4.5615,4.4911,4.6487,4.3538,370169445,4.829882551069749,5.012998417608711,5.242262451986228,4.915819999999999,5.19124,5.238333333333333,5.2850366666666675,30.77676559898127,0.13584136379705836,0.032163423064930245
2005-04-19,4.7497,4.6821,4.7948,4.5938,303124477,4.8031550340464975,4.960338730537712,5.214493656864885,4.77312,5.129759999999999,5.198546666666667,5.2608733333333335,32.55070388928655,0.15277333188959918,0.05628540645568249
2005-04-20,4.5476,4.8227,4.8332,4.5384,266453208,4.717970022697659,4.877790979979204,5.176927560441212,4.63152,5.04243,5.1363199999999996,5.23945,31.68137482582442,0.1803720858593305,0.08110274367456025
2005-04-21,4.7615,4.6591,4.7652,4.5974,212976462,4.732480015131773,4.8545327829801,5.1535446484060845,4.629479999999999,4.96076,5.097993333333333,5.230196666666667,39.52185611574256,0.18292031824524635,0.10146625946709635
2005-04-22,4.5462,4.7125,4.7382,4.4692,234139228,4.6703866767545135,4.792866224256045,5.119384383953033,4.6333,4.85525,5.051966666666667,5.211713333333334,35.43082746550529,0.1999636666255915,0.12116574157859952
2005-04-25,4.7358,4.6727,4.7409,4.6244,208444405,4.692191117836343,4.78145297908975,5.097824446480695,4.668159999999999,4.79199,5.0168800000000005,5.197663333333334,37.64396053614246,0.19594662307050914,0.1361219182898764
2005-04-26,4.6345,4.7064,4.8036,4.6258,226668409,4.672960745224228,4.752062382622691,5.071799539700924,4.64512,4.70912,4.968213333333334,5.18003,34.81266898416378,0.1986294075696735,0.14862341642193877
2005-04-27,4.6038,4.5845,4.6564,4.5476,171368346,4.649907163482818,4.722409905574239,5.0455281739535245,4.656359999999999,4.64394,4.91374,5.158646666666667,30.21442495126705,0.2009111274455755,0.15908095881143489
2005-04-28,4.5513,4.6463,4.6537,4.5129,160641789,4.617038108988546,4.68818792397567,5.01780053112866,4.61432,4.621899999999999,4.84528,5.134573333333333,28.9308933301228,0.20458889623409338,0.16818254642461547
2005-04-29,4.6177,4.6167,4.6396,4.5102,187399760,4.617258739325697,4.674090339021123,4.995366003574108,4.62862,4.63096,4.779706666666667,5.1081433333333335,33.85799681761492,0.1998502141016072,0.17451608003163227
2005-05-02,4.6653,4.6422,4.6933,4.6128,129954717,4.6332724928837985,4.672332271200996,4.976868025268347,4.614520000000001,4.64134,4.732833333333333,5.080266666666668,32.48759931521883,0.1900683586614198,0.17762653578572776
2005-05-03,4.637,4.6615,4.7052,4.6141,138580983,4.634514995255865,4.665265816909657,4.957829994740899,4.6150199999999995,4.63007,4.6777533333333325,5.04829,35.26300743281874,0.18249241202661537,0.17859971104094816
2005-05-04,4.7575,4.6422,4.7637,4.6231,126218196,4.675509996837243,4.683712653634526,4.946613483670398,4.64576,4.651059999999999,4.644546666666667,5.024043333333333,49.59087242134379,0.1648771505330764,0.17585519892348417
2005-05-05,4.6972,4.7637,4.7729,4.6703,108044030,4.682739997891495,4.6864101229201145,4.932654846229243,4.67494,4.64463,4.63958,4.99898,55.48320546708786,0.1540012142881153,0.17148440197616624
2005-05-06,4.7691,4.7358,4.7806,4.7114,91044836,4.7115266652609975,4.70294809839737,4.923505114430198,4.70522,4.66692,4.655713333333333,4.9765266666666665,56.53405514289311,0.1379959582350514,0.16478671320312602
2005-05-09,4.7344,4.7717,4.7961,4.7064,99190182,4.719151110173998,4.709238478736544,4.912930122752166,4.71904,4.66678,4.6672400000000005,4.952786666666667,49.466936102013804,0.1266486751793714,0.15715910557576476
2005-05-10,4.664,4.6959,4.7704,4.6525,124488615,4.700767406782665,4.70019078296778,4.899014731264914,4.7244399999999995,4.6697299999999995,4.661526666666666,4.930036666666666,54.46524474451432,0.12192537285453753,0.15011235901480852
2005-05-11,4.5602,4.5143,4.568,4.2401,572078532,4.6539116045217765,4.672192626321107,4.880081255364345,4.6849799999999995,4.66537,4.662366666666667,4.899343333333333,41.56540685494011,0.12510794850471285,0.145111476903302
2005-05-12,4.3708,4.5358,4.5576,4.3538,270744354,4.559541069681185,4.6119141009654,4.8516311273508395,4.6197,4.647320000000001,4.63632,4.867156666666667,42.48757923590888,0.14127154326944336,0.14434349017536469
2005-05-13,4.4528,4.3862,4.5117,4.363,196689936,4.52396071312079,4.580091280733682,4.8293579614942725,4.55644,4.63083,4.630093333333333,4.84103,36.64842423098699,0.1457888644030536,0.14463256502125346
2005-05-16,4.5526,4.4398,4.5732,4.4219,132290797,4.533507142080526,4.574593024581604,4.813906596151513,4.52008,4.61956,4.6178799999999995,4.81738,46.13058679013512,0.13971094348989777,0.1436482407140262
2005-05-17,4.5282,4.4988,4.5411,4.4231,164419133,4.5317380947203505,4.565314419658073,4.797960004189191,4.49292,4.6086800000000006,4.610793333333333,4.789503333333332,46.40684410646389,0.13530189504299805,0.14197897157852343
2005-05-18,4.5899,4.5462,4.8098,4.4809,177573060,4.551125396480233,4.570231535729515,4.786350230828088,4.49886,4.59192,4.609866666666666,4.761803333333333,51.81869581605728,0.1253865992382357,0.13866049710840295
2005-05-19,4.8086,4.5845,4.8253,4.5819,221611987,4.636950264320156,4.617905228607322,4.7875914670717705,4.58642,4.60306,4.62702,4.736149999999999,57.86567779151214,0.0987530907892662,0.13067901584060623
2005-05-20,4.8086,4.7819,4.8216,4.7626,126332850,4.6941668428801036,4.656044182901032,4.788763188541864,4.65758,4.60701,4.639746666666667,4.7097266666666675,56.14546702118534,0.07676103818457491,0.11989542030510963
2005-05-23,5.0918,4.865,5.1097,4.8471,291180906,4.826711228586736,4.743195346348564,4.805660957412294,4.765420000000001,4.64275,4.66818,4.700506666666667,66.00506756756756,0.036075741400588335,0.10313148451886964
2005-05-24,5.0842,5.0518,5.1213,4.9982,165695531,4.912540819057824,4.811396277096217,4.821189498343159,4.876620000000001,4.68477,4.697993333333333,4.687873333333333,62.489486963835134,0.004394827708625648,0.0833841531517926
2005-05-25,5.0943,5.0737,5.1161,5.0354,115818917,4.973127212705216,4.8679770216885,4.836412438893743,4.977500000000001,4.73818,4.720446666666666,4.682496666666666,65.78675359783733,-0.021281708937652688,0.06245098072963938
2005-05-26,5.2173,5.1224,5.2427,4.9687,146564901,5.054518141803477,4.937841617362185,4.8576388819574285,5.05924,4.82283,4.75512,4.69735,67.12255501222495,-0.05096413895624963,0.039767956788765095
2005-05-27,5.1942,5.2235,5.2235,5.1238,88153399,5.101078761202318,4.989113293896432,4.876391810680489,5.136360000000001,4.8969700000000005,4.783460000000001,4.719586666666666,67.72278754239903,-0.07179660405772026,0.01745504461655909
2005-05-31,5.0918,5.2122,5.2173,5.0689,112725720,5.097985840801545,5.0096506351192875,4.888392226400758,5.136360000000001,4.95089,4.807286666666666,4.737263333333333,66.09238639783331,-0.0791341018124303,-0.0018627846712535592
2005-06-01,5.1611,5.1097,5.2199,5.1047,126666104,5.1190238938676975,5.039940508097957,4.90358246089751,5.151739999999999,5.01418,4.840426666666667,4.750976666666667,73.20614814242683,-0.08950746126408227,-0.019391719991281857
2005-06-02,5.1275,5.1367,5.1635,5.0714,104349496,5.121849262578465,5.057452406479535,4.916053185565075,5.15838,5.06794,4.878246666666667,4.770306666666667,83.22065150583899,-0.0939350592299677,-0.03430038784001418
2005-06-03,4.8973,4.8868,4.9406,4.8369,267013051,5.046999508385643,5.025421925181917,4.915008901197276,5.09438,5.07681,4.9133466666666665,4.7748333333333335,67.26750058270534,-0.07797478439342687,-0.04303526715116315
2005-06-06,4.8562,4.9187,4.9469,4.8098,226525416,4.983399672257096,4.991577540144089,4.911734512208234,5.0267800000000005,5.08157,4.94024,4.785166666666667,62.35753826115273,-0.06130387375092372,-0.04668898847127135
2005-06-07,4.6795,4.8319,4.8319,4.6677,208220412,4.8820997815047305,4.929162032113138,4.8988056414636505,4.94432,5.0403400000000005,4.9487000000000005,4.783289999999999,55.479104801912065,-0.03345150082398174,-0.044041490941722945
2005-06-08,4.728,4.6907,4.7704,4.6832,115229808,4.8307331876698205,4.888929625689411,4.889297718764767,4.8577,5.004720000000001,4.96202,4.786406666666666,55.04936014625227,-0.015116803233537368,-0.038256553399927666
2005-06-09,4.8216,4.7382,4.8586,4.7151,108913865,4.82768879177988,4.875463700551234,4.8855297276544745,4.79652,4.97745,4.977466666666667,4.793666666666667,50.52318094011591,-0.008044978160959282,-0.03221423835200183
2005-06-10,4.5858,4.7895,4.7895,4.5487,189387246,4.74705919451992,4.8175309604399725,4.8688487804832885,4.73422,4.9143,4.962613333333334,4.794816666666667,42.46380733324312,0.016394146435652956,-0.02249256139430076
2005-06-13,4.5974,4.5988,4.6884,4.5872,121567036,4.697172796346614,4.773504768351362,4.853743237646786,4.68246,4.85462,4.948533333333333,4.79414,29.512680258577845,0.03442953287810191,-0.011108142539660864
2005-06-14,4.6102,4.6141,4.6294,4.5781,97548419,4.668181864231076,4.740843814680724,4.840191829269501,4.6686,4.8064599999999995,4.916426666666667,4.792303333333334,30.442317214061717,0.04714649939765003,0.0005427858479317884
2005-06-15,4.755,4.71,4.7766,4.6487,157118398,4.697121242820717,4.743675051744605,4.835451937252143,4.674,4.76585,4.894480000000001,4.796236666666667,37.40066839955441,0.04502328445749715,0.009438885569924558
2005-06-16,4.8637,4.7626,4.8768,4.7151,154511983,4.752647495213812,4.767680041395856,4.83702346996509,4.68242,4.73947,4.879106666666667,4.799776666666667,36.728719411499775,0.03417663177613228,0.01438643481120156
2005-06-17,4.906,4.9278,4.9356,4.8445,166475795,4.803764996809208,4.7953440331168435,4.840860563095853,4.746460000000001,4.74034,4.858353333333334,4.806736666666667,39.33698386858071,0.021915127447091898,0.015892173338388264
2005-06-20,4.8165,4.8537,4.878,4.7961,90687155,4.808009997872805,4.799575226493495,4.839505509605831,4.79028,4.73637,4.833173333333334,4.808316666666667,39.71610011206573,0.019197586897549357,0.016553256050223515
2005-06-21,4.8484,4.8075,4.8906,4.7868,103450911,4.821473331915203,4.809340181194832,4.840000230301837,4.8379199999999996,4.753259999999999,4.816946666666667,4.812116666666666,37.983244946583646,0.014305222422731134,0.016103649324723388
2005-06-22,4.9368,4.9098,4.9433,4.8841,119734681,4.859915554610136,4.83483214495594,4.8453839804818815,4.87428,4.77414,4.801993333333333,4.82121,42.967770484548986,0.0032579910861798567,0.01353451767700714
2005-06-23,4.9803,4.9739,5.0943,4.9497,188157265,4.900043703073424,4.86392571596482,4.852887192921674,4.8976,4.79001,4.79218,4.835213333333333,53.54943551146079,-0.008904136747774238,0.009046786792040325
2005-06-24,4.8355,5.006,5.0099,4.8253,115865908,4.878529135382283,4.858240572771845,4.851920278945711,4.8835,4.81498,4.78806,4.850703333333333,49.18689606410556,-0.006781357461925985,0.005881157941241116
2005-06-27,4.7512,4.7217,4.8791,4.6972,167664516,4.836086090254855,4.836832458217444,4.846319462547403,4.87044,4.83036,4.78106,4.860650000000001,53.03684879288436,0.0016833325715372993,0.00504159286729909
2005-06-28,4.7781,4.8011,4.8138,4.76,97962542,4.816757393503237,4.825085966573941,4.8425261371990675,4.85638,4.84715,4.787633333333333,4.868166666666667,52.16153248770387,0.0061503078422848745,0.005263335862296514
2005-06-29,4.6576,4.7704,4.7754,4.6258,126673007,4.7637049290021585,4.791588773259122,4.832243873479997,4.80054,4.83741,4.78294,4.87248,43.084837240681416,0.01919187770644193,0.008049044231128276
2005-06-30,4.7137,4.6884,4.7587,4.6499,116551667,4.747036619334772,4.776011018607285,4.825652902754176,4.74722,4.82241,4.775746666666667,4.8766066666666665,56.35622701520725,0.02471597278074089,0.011382429941053363
2005-07-01,4.6742,4.7164,4.7344,4.6473,69942386,4.722757746223182,4.755648814885815,4.817232578416879,4.71496,4.79923,4.7816399999999994,4.872126666666667,53.71373307543518,0.03191311545809672,0.015488567044464559
2005-07-05,4.8637,4.6871,4.8854,4.6742,126687338,4.769738497482121,4.777259051908663,4.819815919807984,4.7374600000000004,4.8039499999999995,4.799393333333333,4.873963333333333,60.469150078466996,0.022072202957082787,0.016805294226988853
2005-07-06,4.7882,4.8394,4.8868,4.7637,111345368,4.775892331654747,4.779447241526931,4.818058311655934,4.73948,4.79793,4.81126,4.8638433333333335,51.4543543017347,0.02013305148212119,0.01747084567801558
2005-07-07,4.819,4.7125,4.8355,4.7125,107163730,4.790261554436498,4.787357793221546,4.818110660534861,4.77176,4.786150000000001,4.815526666666667,4.855003333333333,47.89844851904092,0.015927467241268367,0.017162169990666037
2005-07-08,4.8984,4.8484,4.9022,4.7985,81121389,4.826307702957664,4.809566234577242,4.822573825316034,4.8087,4.77796,4.81784,4.848473333333333,49.65473378157369,0.006117347374618554,0.014953205467455984
2005-07-11,4.8791,4.9139,4.9497,4.8382,108907602,4.84390513530511,4.8234729876617966,4.825715927617372,4.84968,4.78232,4.816046666666667,4.837199999999999,53.037655279503134,-9.881254471721945e-05,0.011942801865020738
2005-07-12,4.8973,4.8959,4.9174,4.8548,108155388,4.861703423536739,4.8382383901294395,4.8296949245993295,4.8564,4.796930000000001,4.821433333333333,4.827303333333333,52.40483918560051,-0.006419694582108448,0.008270302575594309
2005-07-13,4.9111,4.8973,4.9304,4.8537,214155362,4.878168949024492,4.852810712103554,4.834219688532509,4.880979999999999,4.81023,4.825613333333333,4.82128,48.63602589958605,-0.01239960916806826,0.004136320226861262
2005-07-14,5.2184,5.2275,5.38,5.1519,584584424,4.991579299349662,4.92592856968285,4.855573110973756,4.96086,4.86631,4.844386666666667,4.823189999999999,59.87229455178707,-0.04145662298169839,-0.004982268414851608
2005-07-15,5.3209,5.2314,5.3235,5.1816,191832481,5.101352866233108,5.004922855746287,4.8814361259457435,5.0453600000000005,4.92703,4.867093333333333,4.829636666666667,70.85768305259543,-0.071926043546779,-0.018371023441238192
2005-07-18,5.3134,5.3147,5.3915,5.298,163840286,5.172035244155405,5.066618284597034,4.905444219621267,5.13222,4.99095,4.898953333333333,4.843506666666666,75.86492454913508,-0.09438014013696439,-0.033572846780384434
2005-07-19,5.5308,5.3339,5.5363,5.2596,187248178,5.291623496103604,5.159454627677631,4.9402000175032095,5.25892,5.05766,4.950926666666666,4.865993333333333,79.46449542002662,-0.1282388396342551,-0.052506045351159554
2005-07-20,5.5874,5.4902,5.609,5.4619,126658581,5.390215664069069,5.245043702142108,4.976169070242475,5.3941799999999995,5.13758,5.00488,4.896256666666667,88.31382891049942,-0.15781988361219845,-0.07356881300336822
2005-07-21,5.5437,5.6025,5.6398,5.494,113082587,5.441377109379379,5.304774961713688,5.007709745079809,5.459239999999999,5.21005,5.063953333333333,4.923446666666666,84.5545378850958,-0.17571141879856,-0.09399733416240726
2005-07-22,5.6347,5.5631,5.6347,5.5566,84157752,5.505818072919586,5.370759969370952,5.042554200602199,5.522,5.28368,5.125353333333333,4.950550000000001,88.34331337325355,-0.1949857023224455,-0.11419500779441545
2005-07-25,5.6103,5.6374,5.6706,5.6,82264050,5.540645381946391,5.418667975496763,5.074105608454964,5.58138,5.3568,5.18776,4.9847,84.32959352584152,-0.20591816363197157,-0.13253963896192708
2005-07-26,5.5874,5.6347,5.6487,5.5528,74921649,5.556230254630926,5.4524143803974106,5.102630480308722,5.5927,5.42581,5.2360066666666665,5.0177000000000005,88.61615771163517,-0.21031007815224356,-0.14809372679999064
2005-07-27,5.6334,5.6025,5.6438,5.4645,79149666,5.581953503087284,5.488611504317929,5.1321259931684375,5.6019,5.4980400000000005,5.292353333333334,5.051806666666666,88.78095238095246,-0.2150237931218033,-0.16147974006435334
2005-07-28,5.609,5.6322,5.6347,5.5449,70852736,5.59096900205819,5.512689203454344,5.158626051046006,5.61496,5.5371,5.34502,5.080273333333333,85.70854271356792,-0.2143200437124131,-0.1720478007939654
2005-07-29,5.4619,5.5834,5.6836,5.4118,157219733,5.547946001372128,5.5025313627634755,5.175478842656295,5.5804,5.5512,5.382586666666667,5.100213333333333,75.95297470609192,-0.19959195650703965,-0.1775566319365803
2005-08-01,5.4746,5.4553,5.5172,5.3888,88075776,5.523497334248085,5.49694509021078,5.192100633253133,5.55326,5.5673200000000005,5.422286666666667,5.119166666666667,75.83460127092097,-0.18679139494346586,-0.17940358453795743
2005-08-02,5.5308,5.4927,5.5707,5.4567,82918991,5.52593155616539,5.503716072168625,5.21092148726688,5.541939999999999,5.56732,5.464520000000001,5.142976666666667,76.71811675433304,-0.17911692567992077,-0.1793462527663501
2005-08-03,5.5348,5.5308,5.5464,5.4772,72951250,5.52888770411026,5.5099328577349,5.228918551364704,5.52222,5.56206,5.5061,5.1658566666666665,68.47267631947689,-0.17138202863324548,-0.17775340793972919
2005-08-04,5.4695,5.504,5.5065,5.4154,76184388,5.509091802740173,5.50184628618792,5.24228686263892,5.49432,5.55464,5.52284,5.183613333333333,59.069824218750014,-0.15815978405591302,-0.17383468316296594
2005-08-05,5.5052,5.4454,5.5528,5.3813,67611269,5.507794535160116,5.502517028950336,5.256895909161712,5.502979999999999,5.54169,5.535126666666667,5.20111,61.316969553929724,-0.1488459211123514,-0.168836930752843
2005-08-08,5.4619,5.5065,5.5389,5.4567,49312217,5.492496356773411,5.494393623160268,5.26828705864256,5.50044,5.5268500000000005,5.545026666666667,5.22199,44.88341006980541,-0.13639838145159366,-0.16234922089259313
2005-08-09,5.6116,5.5052,5.6207,5.4949,108057501,5.532197571182274,5.517834898528215,5.287363215755955,5.5166,5.5292699999999995,5.550413333333334,5.2506699999999995,51.57881002087686,-0.13703342527517215,-0.15728606176910895
2005-08-10,5.5554,5.6347,5.6848,5.5464,101379479,5.539931714121516,5.525347918822572,5.302256519493404,5.52072,5.521469999999999,5.54828,5.276579999999999,50.75105918603155,-0.13148617153835485,-0.15212608372295813
2005-08-11,5.6347,5.5566,5.6499,5.5389,76003131,5.571521142747677,5.547218335058058,5.320728379401517,5.55376,5.52404,5.5543466666666665,5.30915,50.0,-0.13196749749724201,-0.1480943664778149
2005-08-12,5.9036,5.5657,5.9191,5.5528,260130637,5.6822140951651186,5.618494668046446,5.353114735558933,5.633439999999999,5.5682100000000005,5.572273333333333,5.348813333333334,64.49540377582287,-0.1522912809485506,-0.14893374937196205
2005-08-15,6.1059,5.9623,6.1894,5.9488,303022029,5.823442730110078,5.715975734437158,5.394941749331944,5.76224,5.63134,5.605313333333332,5.396536666666666,71.76559482830996,-0.18261675736375516,-0.15567035097032067
2005-08-16,5.9228,6.0715,6.0829,5.9177,150163756,5.856561820073385,5.757340587549725,5.424270923030582,5.824479999999999,5.67054,5.627673333333334,5.431839999999999,60.89444360789035,-0.18968873659875563,-0.16247402809600767
2005-08-17,6.0381,5.9522,6.0753,5.9383,141460054,5.91707454671559,5.813492470039781,5.458376618798476,5.92102,5.72087,5.654653333333333,5.473503333333334,65.11873722782043,-0.20226544007447966,-0.17043231049170207
2005-08-18,5.9292,6.019,6.019,5.859,123422177,5.921116364477061,5.836633976031826,5.484536429175925,5.97992,5.76684,5.676,5.510509999999999,66.92012455644866,-0.20112682077803878,-0.17657121254896943
2005-08-19,5.8691,5.9228,5.9805,5.8614,106504647,5.903777576318041,5.843127180825461,5.505903352176634,5.97302,5.80323,5.703146666666667,5.542866666666667,63.81012392354548,-0.19314841307380615,-0.1798866526539368
2005-08-22,5.8743,5.9126,5.9868,5.7961,108173172,5.89395171754536,5.84936174466037,5.526371895567232,5.9267,5.844469999999999,5.729793333333333,5.576040000000001,62.47005009801784,-0.18511121447320367,-0.1809315650177902
